schedule_id,employee_id,startdatetime,enddatetime
1003207,1000182,2008-09-02 06:00:00,2008-09-22 06:00:00
1003208,1000182,2008-03-18 06:00:00,2008-04-07 06:00:00
1003209,1000182,2009-05-12 06:00:00,2009-06-01 06:00:00
1003210,1000182,2008-10-14 06:00:00,2008-11-03 06:00:00
1003211,1000182,2008-06-10 06:00:00,2008-06-30 06:00:00
1003212,1000182,2008-02-05 06:00:00,2008-02-25 06:00:00
1003213,1000182,2008-04-29 06:00:00,2008-05-19 06:00:00
1003214,1000182,2009-01-06 06:00:00,2009-01-26 06:00:00
1003215,1000182,2007-12-25 06:00:00,2008-01-14 06:00:00
1003216,1000182,2009-03-31 06:00:00,2009-04-20 06:00:00
1003217,1000182,2008-11-25 06:00:00,2008-12-15 06:00:00
1003218,1000182,2009-06-23 06:00:00,2009-07-13 06:00:00
1003219,1000182,2008-07-22 06:00:00,2008-08-11 06:00:00
1003220,1000182,2007-11-13 06:00:00,2007-12-03 06:00:00
1003221,1000182,2009-02-17 06:00:00,2009-03-09 06:00:00
1003222,1000175,2007-12-25 06:00:00,2008-01-14 06:00:00
1003223,1000175,2008-04-29 06:00:00,2008-05-19 06:00:00
1003224,1000175,2007-11-13 06:00:00,2007-12-03 06:00:00
1003225,1000175,2008-02-05 06:00:00,2008-02-25 06:00:00
1003226,1000175,2008-09-02 06:00:00,2008-09-22 06:00:00
1003227,1000175,2009-05-12 06:00:00,2009-06-01 06:00:00
1003228,1000175,2008-11-25 06:00:00,2008-12-15 06:00:00
1003229,1000175,2009-01-06 06:00:00,2009-01-26 06:00:00
1003230,1000175,2008-07-22 06:00:00,2008-08-11 06:00:00
1003231,1000175,2008-10-14 06:00:00,2008-11-03 06:00:00
1003232,1000175,2008-06-10 06:00:00,2008-06-30 06:00:00
1003233,1000175,2009-06-23 06:00:00,2009-07-13 06:00:00
1003234,1000175,2009-03-31 06:00:00,2009-04-20 06:00:00
1003235,1000175,2008-03-18 06:00:00,2008-04-07 06:00:00
1003236,1000175,2009-02-17 06:00:00,2009-03-09 06:00:00
1003237,1000174,2008-09-02 06:00:00,2008-09-22 06:00:00
1003238,1000174,2009-01-06 06:00:00,2009-01-26 06:00:00
1003239,1000174,2007-12-25 06:00:00,2008-01-14 06:00:00
1003240,1000174,2009-06-23 06:00:00,2009-07-13 06:00:00
1003241,1000174,2008-07-22 06:00:00,2008-08-11 06:00:00
1003242,1000174,2008-02-05 06:00:00,2008-02-25 06:00:00
1003243,1000174,2008-04-29 06:00:00,2008-05-19 06:00:00
1003244,1000174,2008-10-14 06:00:00,2008-11-03 06:00:00
1003245,1000174,2009-05-12 06:00:00,2009-06-01 06:00:00
1003246,1000174,2009-02-17 06:00:00,2009-03-09 06:00:00
1003247,1000174,2008-03-18 06:00:00,2008-04-07 06:00:00
1003248,1000174,2007-11-13 06:00:00,2007-12-03 06:00:00
1003249,1000174,2008-11-25 06:00:00,2008-12-15 06:00:00
1003250,1000174,2008-06-10 06:00:00,2008-06-30 06:00:00
1003251,1000174,2009-03-31 06:00:00,2009-04-20 06:00:00
1003252,1000173,2009-05-12 06:00:00,2009-06-01 06:00:00
1003253,1000173,2008-07-22 06:00:00,2008-08-11 06:00:00
1003254,1000173,2008-04-29 06:00:00,2008-05-19 06:00:00
1003255,1000173,2008-09-02 06:00:00,2008-09-22 06:00:00
1003256,1000173,2009-01-06 06:00:00,2009-01-26 06:00:00
1003257,1000173,2008-10-14 06:00:00,2008-11-03 06:00:00
1003258,1000173,2007-11-13 06:00:00,2007-12-03 06:00:00
1003259,1000173,2009-02-17 06:00:00,2009-03-09 06:00:00
1003260,1000173,2008-03-18 06:00:00,2008-04-07 06:00:00
1003261,1000173,2007-12-25 06:00:00,2008-01-14 06:00:00
1003262,1000173,2008-11-25 06:00:00,2008-12-15 06:00:00
1003263,1000173,2009-03-31 06:00:00,2009-04-20 06:00:00
1003264,1000173,2008-06-10 06:00:00,2008-06-30 06:00:00
1003265,1000173,2008-02-05 06:00:00,2008-02-25 06:00:00
1003266,1000173,2009-06-23 06:00:00,2009-07-13 06:00:00
1003267,1000171,2008-10-14 06:00:00,2008-11-03 06:00:00
1003268,1000171,2008-04-29 06:00:00,2008-05-19 06:00:00
1003269,1000171,2007-12-25 06:00:00,2008-01-14 06:00:00
1003270,1000171,2008-09-02 06:00:00,2008-09-22 06:00:00
1003271,1000171,2009-05-12 06:00:00,2009-06-01 06:00:00
1003272,1000171,2009-06-23 06:00:00,2009-07-13 06:00:00
1003273,1000171,2009-02-17 06:00:00,2009-03-09 06:00:00
1003274,1000171,2008-02-05 06:00:00,2008-02-25 06:00:00
1003275,1000171,2009-01-06 06:00:00,2009-01-26 06:00:00
1003276,1000171,2008-11-25 06:00:00,2008-12-15 06:00:00
1003277,1000171,2009-03-31 06:00:00,2009-04-20 06:00:00
1003278,1000171,2008-07-22 06:00:00,2008-08-11 06:00:00
1003279,1000171,2007-11-13 06:00:00,2007-12-03 06:00:00
1003280,1000171,2008-06-10 06:00:00,2008-06-30 06:00:00
1003281,1000171,2008-03-18 06:00:00,2008-04-07 06:00:00
1003282,1000161,2007-11-13 06:00:00,2007-12-03 06:00:00
1003283,1000161,2008-07-22 06:00:00,2008-08-11 06:00:00
1003284,1000161,2008-04-29 06:00:00,2008-05-19 06:00:00
1003285,1000161,2008-11-25 06:00:00,2008-12-15 06:00:00
1003286,1000161,2008-10-14 06:00:00,2008-11-03 06:00:00
1003287,1000161,2008-02-05 06:00:00,2008-02-25 06:00:00
1003288,1000161,2009-03-31 06:00:00,2009-04-20 06:00:00
1003289,1000161,2008-03-18 06:00:00,2008-04-07 06:00:00
1003290,1000161,2009-05-12 06:00:00,2009-06-01 06:00:00
1003291,1000161,2009-01-06 06:00:00,2009-01-26 06:00:00
1003292,1000161,2008-06-10 06:00:00,2008-06-30 06:00:00
1003293,1000161,2008-09-02 06:00:00,2008-09-22 06:00:00
1003294,1000161,2009-06-23 06:00:00,2009-07-13 06:00:00
1003295,1000161,2009-02-17 06:00:00,2009-03-09 06:00:00
1003296,1000161,2007-12-25 06:00:00,2008-01-14 06:00:00
1003297,1000356,2009-02-17 06:00:00,2009-03-09 06:00:00
1003298,1000356,2007-11-13 06:00:00,2007-12-03 06:00:00
1003299,1000356,2008-09-02 06:00:00,2008-09-22 06:00:00
1003300,1000356,2009-06-23 06:00:00,2009-07-13 06:00:00
1003301,1000356,2008-02-05 06:00:00,2008-02-25 06:00:00
1003302,1000356,2007-12-25 06:00:00,2008-01-14 06:00:00
1003303,1000356,2008-04-29 06:00:00,2008-05-19 06:00:00
1003304,1000356,2009-05-12 06:00:00,2009-06-01 06:00:00
1003305,1000356,2008-07-22 06:00:00,2008-08-11 06:00:00
1003306,1000356,2008-11-25 06:00:00,2008-12-15 06:00:00
1003307,1000356,2009-01-06 06:00:00,2009-01-26 06:00:00
1003308,1000356,2008-10-14 06:00:00,2008-11-03 06:00:00
1003309,1000356,2008-03-18 06:00:00,2008-04-07 06:00:00
1003310,1000356,2008-06-10 06:00:00,2008-06-30 06:00:00
1003311,1000356,2009-03-31 06:00:00,2009-04-20 06:00:00
1003312,1000345,2008-02-05 06:00:00,2008-02-25 06:00:00
1003313,1000345,2008-04-29 06:00:00,2008-05-19 06:00:00
1003314,1000345,2009-06-23 06:00:00,2009-07-13 06:00:00
1003315,1000345,2009-03-31 06:00:00,2009-04-20 06:00:00
1003316,1000345,2008-07-22 06:00:00,2008-08-11 06:00:00
1003317,1000345,2008-06-10 06:00:00,2008-06-30 06:00:00
1003318,1000345,2008-09-02 06:00:00,2008-09-22 06:00:00
1003319,1000345,2009-05-12 06:00:00,2009-06-01 06:00:00
1003320,1000345,2007-11-13 06:00:00,2007-12-03 06:00:00
1003321,1000345,2008-11-25 06:00:00,2008-12-15 06:00:00
1003322,1000345,2008-10-14 06:00:00,2008-11-03 06:00:00
1003323,1000345,2009-02-17 06:00:00,2009-03-09 06:00:00
1003324,1000345,2007-12-25 06:00:00,2008-01-14 06:00:00
1003325,1000345,2008-03-18 06:00:00,2008-04-07 06:00:00
1003326,1000345,2009-01-06 06:00:00,2009-01-26 06:00:00
1003327,1000346,2007-11-13 06:00:00,2007-12-03 06:00:00
1003328,1000346,2008-11-25 06:00:00,2008-12-15 06:00:00
1003329,1000346,2008-10-14 06:00:00,2008-11-03 06:00:00
1003330,1000346,2008-09-02 06:00:00,2008-09-22 06:00:00
1003331,1000346,2009-02-17 06:00:00,2009-03-09 06:00:00
1003332,1000346,2008-07-22 06:00:00,2008-08-11 06:00:00
1003333,1000346,2009-06-23 06:00:00,2009-07-13 06:00:00
1003334,1000346,2009-01-06 06:00:00,2009-01-26 06:00:00
1003335,1000346,2009-05-12 06:00:00,2009-06-01 06:00:00
1003336,1000346,2007-12-25 06:00:00,2008-01-14 06:00:00
1003337,1000346,2008-06-10 06:00:00,2008-06-30 06:00:00
1003338,1000346,2008-02-05 06:00:00,2008-02-25 06:00:00
1003339,1000346,2008-03-18 06:00:00,2008-04-07 06:00:00
1003340,1000346,2008-04-29 06:00:00,2008-05-19 06:00:00
1003341,1000346,2009-03-31 06:00:00,2009-04-20 06:00:00
1003342,1000344,2008-03-18 06:00:00,2008-04-07 06:00:00
1003343,1000344,2008-02-05 06:00:00,2008-02-25 06:00:00
1003344,1000344,2008-04-29 06:00:00,2008-05-19 06:00:00
1003345,1000344,2008-09-02 06:00:00,2008-09-22 06:00:00
1003346,1000344,2007-12-25 06:00:00,2008-01-14 06:00:00
1003347,1000344,2009-06-23 06:00:00,2009-07-13 06:00:00
1003348,1000344,2008-06-10 06:00:00,2008-06-30 06:00:00
1003349,1000344,2009-05-12 06:00:00,2009-06-01 06:00:00
1003350,1000344,2008-07-22 06:00:00,2008-08-11 06:00:00
1003351,1000344,2009-03-31 06:00:00,2009-04-20 06:00:00
1003352,1000344,2008-10-14 06:00:00,2008-11-03 06:00:00
1003353,1000344,2007-11-13 06:00:00,2007-12-03 06:00:00
1003354,1000344,2009-02-17 06:00:00,2009-03-09 06:00:00
1003355,1000344,2008-11-25 06:00:00,2008-12-15 06:00:00
1003356,1000344,2009-01-06 06:00:00,2009-01-26 06:00:00
1003357,1000340,2009-06-23 06:00:00,2009-07-13 06:00:00
1003358,1000340,2008-10-14 06:00:00,2008-11-03 06:00:00
1003359,1000340,2008-07-22 06:00:00,2008-08-11 06:00:00
1003360,1000340,2008-06-10 06:00:00,2008-06-30 06:00:00
1003361,1000340,2008-02-05 06:00:00,2008-02-25 06:00:00
1003362,1000340,2009-02-17 06:00:00,2009-03-09 06:00:00
1003363,1000340,2007-12-25 06:00:00,2008-01-14 06:00:00
1003364,1000340,2007-11-13 06:00:00,2007-12-03 06:00:00
1003365,1000340,2008-03-18 06:00:00,2008-04-07 06:00:00
1003366,1000340,2008-09-02 06:00:00,2008-09-22 06:00:00
1003367,1000340,2008-11-25 06:00:00,2008-12-15 06:00:00
1003368,1000340,2009-03-31 06:00:00,2009-04-20 06:00:00
1003369,1000340,2008-04-29 06:00:00,2008-05-19 06:00:00
1003370,1000340,2009-05-12 06:00:00,2009-06-01 06:00:00
1003371,1000340,2009-01-06 06:00:00,2009-01-26 06:00:00
1003372,1000343,2008-06-10 06:00:00,2008-06-30 06:00:00
1003373,1000343,2008-03-18 06:00:00,2008-04-07 06:00:00
1003374,1000343,2009-01-06 06:00:00,2009-01-26 06:00:00
1003375,1000343,2008-07-22 06:00:00,2008-08-11 06:00:00
1003376,1000343,2009-06-23 06:00:00,2009-07-13 06:00:00
1003377,1000343,2009-03-31 06:00:00,2009-04-20 06:00:00
1003378,1000343,2008-04-29 06:00:00,2008-05-19 06:00:00
1003379,1000343,2008-09-02 06:00:00,2008-09-22 06:00:00
1003380,1000343,2007-11-13 06:00:00,2007-12-03 06:00:00
1003381,1000343,2009-02-17 06:00:00,2009-03-09 06:00:00
1003382,1000343,2008-02-05 06:00:00,2008-02-25 06:00:00
1003383,1000343,2009-05-12 06:00:00,2009-06-01 06:00:00
1003384,1000343,2008-11-25 06:00:00,2008-12-15 06:00:00
1003385,1000343,2008-10-14 06:00:00,2008-11-03 06:00:00
1003386,1000343,2007-12-25 06:00:00,2008-01-14 06:00:00
1003387,1000352,2009-03-31 06:00:00,2009-04-20 06:00:00
1003388,1000352,2008-06-10 06:00:00,2008-06-30 06:00:00
1003389,1000352,2007-11-13 06:00:00,2007-12-03 06:00:00
1003390,1000352,2009-06-23 06:00:00,2009-07-13 06:00:00
1003391,1000352,2008-09-02 06:00:00,2008-09-22 06:00:00
1003392,1000352,2008-04-29 06:00:00,2008-05-19 06:00:00
1003393,1000352,2007-12-25 06:00:00,2008-01-14 06:00:00
1003394,1000352,2008-03-18 06:00:00,2008-04-07 06:00:00
1003395,1000352,2009-05-12 06:00:00,2009-06-01 06:00:00
1003396,1000352,2008-02-05 06:00:00,2008-02-25 06:00:00
1003397,1000352,2009-01-06 06:00:00,2009-01-26 06:00:00
1003398,1000352,2009-02-17 06:00:00,2009-03-09 06:00:00
1003399,1000352,2008-07-22 06:00:00,2008-08-11 06:00:00
1003400,1000352,2008-11-25 06:00:00,2008-12-15 06:00:00
1003401,1000352,2008-10-14 06:00:00,2008-11-03 06:00:00
1003402,1000002,2008-10-21 06:00:00,2008-11-10 06:00:00
1003403,1000002,2009-02-24 06:00:00,2009-03-16 06:00:00
1003404,1000002,2009-04-07 06:00:00,2009-04-27 06:00:00
1003405,1000002,2008-07-29 06:00:00,2008-08-18 06:00:00
1003406,1000002,2008-01-01 06:00:00,2008-01-21 06:00:00
1003407,1000002,2008-06-17 06:00:00,2008-07-07 06:00:00
1003408,1000002,2008-12-02 06:00:00,2008-12-22 06:00:00
1003409,1000002,2009-05-19 06:00:00,2009-06-08 06:00:00
1003410,1000002,2008-03-25 06:00:00,2008-04-14 06:00:00
1003411,1000002,2009-01-13 06:00:00,2009-02-02 06:00:00
1003412,1000002,2008-02-12 06:00:00,2008-03-03 06:00:00
1003413,1000002,2008-05-06 06:00:00,2008-05-26 06:00:00
1003414,1000002,2008-09-09 06:00:00,2008-09-29 06:00:00
1003415,1000002,2007-11-20 06:00:00,2007-12-10 06:00:00
1003416,1000002,2009-06-30 06:00:00,2009-07-20 06:00:00
1003417,1000008,2009-02-24 06:00:00,2009-03-16 06:00:00
1003418,1000008,2008-09-09 06:00:00,2008-09-29 06:00:00
1003419,1000008,2008-07-29 06:00:00,2008-08-18 06:00:00
1003420,1000008,2008-12-02 06:00:00,2008-12-22 06:00:00
1003421,1000008,2009-06-30 06:00:00,2009-07-20 06:00:00
1003422,1000008,2008-10-21 06:00:00,2008-11-10 06:00:00
1003423,1000008,2009-01-13 06:00:00,2009-02-02 06:00:00
1003424,1000008,2008-06-17 06:00:00,2008-07-07 06:00:00
1003425,1000008,2008-05-06 06:00:00,2008-05-26 06:00:00
1003426,1000008,2008-03-25 06:00:00,2008-04-14 06:00:00
1003427,1000008,2007-11-20 06:00:00,2007-12-10 06:00:00
1003428,1000008,2009-04-07 06:00:00,2009-04-27 06:00:00
1003429,1000008,2009-05-19 06:00:00,2009-06-08 06:00:00
1003430,1000008,2008-01-01 06:00:00,2008-01-21 06:00:00
1003431,1000008,2008-02-12 06:00:00,2008-03-03 06:00:00
1003432,1000015,2009-02-24 06:00:00,2009-03-16 06:00:00
1003433,1000015,2008-10-21 06:00:00,2008-11-10 06:00:00
1003434,1000015,2009-01-13 06:00:00,2009-02-02 06:00:00
1003435,1000015,2009-04-07 06:00:00,2009-04-27 06:00:00
1003436,1000015,2008-09-09 06:00:00,2008-09-29 06:00:00
1003437,1000015,2008-01-01 06:00:00,2008-01-21 06:00:00
1003438,1000015,2008-05-06 06:00:00,2008-05-26 06:00:00
1003439,1000015,2009-06-30 06:00:00,2009-07-20 06:00:00
1003440,1000015,2008-12-02 06:00:00,2008-12-22 06:00:00
1003441,1000015,2009-05-19 06:00:00,2009-06-08 06:00:00
1003442,1000015,2008-06-17 06:00:00,2008-07-07 06:00:00
1003443,1000015,2008-07-29 06:00:00,2008-08-18 06:00:00
1003444,1000015,2008-02-12 06:00:00,2008-03-03 06:00:00
1003445,1000015,2007-11-20 06:00:00,2007-12-10 06:00:00
1003446,1000015,2008-03-25 06:00:00,2008-04-14 06:00:00
1003447,1000020,2007-11-20 06:00:00,2007-12-10 06:00:00
1003448,1000020,2008-01-01 06:00:00,2008-01-21 06:00:00
1003449,1000020,2009-01-13 06:00:00,2009-02-02 06:00:00
1003450,1000020,2008-02-12 06:00:00,2008-03-03 06:00:00
1003451,1000020,2008-06-17 06:00:00,2008-07-07 06:00:00
1003452,1000020,2009-04-07 06:00:00,2009-04-27 06:00:00
1003453,1000020,2008-07-29 06:00:00,2008-08-18 06:00:00
1003454,1000020,2008-10-21 06:00:00,2008-11-10 06:00:00
1003455,1000020,2009-02-24 06:00:00,2009-03-16 06:00:00
1003456,1000020,2008-09-09 06:00:00,2008-09-29 06:00:00
1003457,1000020,2008-03-25 06:00:00,2008-04-14 06:00:00
1003458,1000020,2008-12-02 06:00:00,2008-12-22 06:00:00
1003459,1000020,2009-06-30 06:00:00,2009-07-20 06:00:00
1003460,1000020,2009-05-19 06:00:00,2009-06-08 06:00:00
1003461,1000020,2008-05-06 06:00:00,2008-05-26 06:00:00
1003462,1000021,2008-07-22 06:00:00,2008-08-18 06:00:00
1003463,1000021,2009-01-06 06:00:00,2009-02-02 06:00:00
1003464,1000021,2008-10-14 06:00:00,2008-11-10 06:00:00
1003465,1000021,2008-09-02 06:00:00,2008-09-29 06:00:00
1003466,1000021,2009-05-12 06:00:00,2009-06-08 06:00:00
1003467,1000021,2008-06-10 06:00:00,2008-07-07 06:00:00
1003468,1000021,2008-11-25 06:00:00,2008-12-22 06:00:00
1003469,1000021,2008-02-05 06:00:00,2008-03-03 06:00:00
1003470,1000021,2007-12-25 06:00:00,2008-01-21 06:00:00
1003471,1000021,2008-04-29 06:00:00,2008-05-26 06:00:00
1003472,1000021,2008-03-18 06:00:00,2008-04-14 06:00:00
1003473,1000021,2009-03-31 06:00:00,2009-04-27 06:00:00
1003474,1000021,2009-06-29 06:00:00,2009-07-20 06:00:00
1003475,1000021,2009-02-17 06:00:00,2009-03-16 06:00:00
1003476,1000021,2007-11-13 06:00:00,2007-12-10 06:00:00
1003477,1000024,2008-04-29 06:00:00,2008-05-26 06:00:00
1003478,1000024,2009-03-31 06:00:00,2009-04-27 06:00:00
1003479,1000024,2007-12-25 06:00:00,2008-01-21 06:00:00
1003480,1000024,2008-02-05 06:00:00,2008-03-03 06:00:00
1003481,1000024,2008-07-22 06:00:00,2008-08-18 06:00:00
1003482,1000024,2009-06-23 06:00:00,2009-07-20 06:00:00
1003483,1000024,2008-03-18 06:00:00,2008-04-14 06:00:00
1003484,1000024,2008-06-10 06:00:00,2008-07-07 06:00:00
1003485,1000024,2008-11-25 06:00:00,2008-12-22 06:00:00
1003486,1000024,2008-10-14 06:00:00,2008-11-10 06:00:00
1003487,1000024,2007-11-13 06:00:00,2007-12-10 06:00:00
1003488,1000024,2008-09-02 06:00:00,2008-09-29 06:00:00
1003489,1000024,2009-01-06 06:00:00,2009-02-02 06:00:00
1003490,1000024,2009-05-12 06:00:00,2009-06-08 06:00:00
1003491,1000024,2009-02-17 06:00:00,2009-03-16 06:00:00
1003492,1000026,2009-01-13 06:00:00,2009-02-02 06:00:00
1003493,1000026,2009-04-07 06:00:00,2009-04-27 06:00:00
1003494,1000026,2008-05-06 06:00:00,2008-05-26 06:00:00
1003495,1000026,2008-02-12 06:00:00,2008-03-03 06:00:00
1003496,1000026,2009-02-24 06:00:00,2009-03-16 06:00:00
1003497,1000026,2008-10-21 06:00:00,2008-11-10 06:00:00
1003498,1000026,2008-03-25 06:00:00,2008-04-14 06:00:00
1003499,1000026,2009-06-30 06:00:00,2009-07-20 06:00:00
1003500,1000026,2007-11-20 06:00:00,2007-12-10 06:00:00
1003501,1000026,2008-09-09 06:00:00,2008-09-29 06:00:00
1003502,1000026,2008-12-02 06:00:00,2008-12-22 06:00:00
1003503,1000026,2009-05-19 06:00:00,2009-06-08 06:00:00
1003504,1000026,2008-06-17 06:00:00,2008-07-07 06:00:00
1003505,1000026,2008-01-01 06:00:00,2008-01-21 06:00:00
1003506,1000026,2008-07-29 06:00:00,2008-08-18 06:00:00
1003507,1000028,2009-01-06 06:00:00,2009-02-02 06:00:00
1003508,1000028,2008-04-29 06:00:00,2008-05-26 06:00:00
1003509,1000028,2008-06-10 06:00:00,2008-07-07 06:00:00
1003510,1000028,2008-07-22 06:00:00,2008-08-18 06:00:00
1003511,1000028,2008-10-14 06:00:00,2008-11-10 06:00:00
1003512,1000028,2009-02-17 06:00:00,2009-03-16 06:00:00
1003513,1000028,2008-09-02 06:00:00,2008-09-29 06:00:00
1003514,1000028,2009-05-12 06:00:00,2009-06-08 06:00:00
1003515,1000028,2008-11-25 06:00:00,2008-12-22 06:00:00
1003516,1000028,2008-02-05 06:00:00,2008-03-03 06:00:00
1003517,1000028,2007-12-25 06:00:00,2008-01-21 06:00:00
1003518,1000028,2008-03-18 06:00:00,2008-04-14 06:00:00
1003519,1000028,2009-06-23 06:00:00,2009-07-20 06:00:00
1003520,1000028,2009-03-31 06:00:00,2009-04-27 06:00:00
1003521,1000028,2007-11-13 06:00:00,2007-12-10 06:00:00
1003522,1000032,2008-11-25 06:00:00,2008-12-22 06:00:00
1003523,1000032,2008-07-22 06:00:00,2008-08-18 06:00:00
1003524,1000032,2008-02-05 06:00:00,2008-03-03 06:00:00
1003526,1000032,2007-12-25 06:00:00,2008-01-21 06:00:00
1003527,1000032,2008-04-29 06:00:00,2008-05-26 06:00:00
1003528,1000032,2008-06-10 06:00:00,2008-07-07 06:00:00
1003529,1000032,2008-03-18 06:00:00,2008-04-14 06:00:00
1003530,1000032,2007-11-13 06:00:00,2007-12-10 06:00:00
1003531,1000032,2008-09-02 06:00:00,2008-09-29 06:00:00
1003532,1000037,2008-02-12 06:00:00,2008-03-03 06:00:00
1003534,1000037,2008-12-02 06:00:00,2008-12-22 06:00:00
1003535,1000037,2009-05-19 06:00:00,2009-06-08 06:00:00
1003536,1000037,2008-05-06 06:00:00,2008-05-26 06:00:00
1003537,1000037,2009-04-07 06:00:00,2009-04-27 06:00:00
1003538,1000037,2007-11-20 06:00:00,2007-12-10 06:00:00
1003539,1000037,2009-02-24 06:00:00,2009-03-16 06:00:00
1003540,1000037,2008-09-09 06:00:00,2008-09-29 06:00:00
1003541,1000037,2009-01-13 06:00:00,2009-02-02 06:00:00
1003542,1000037,2008-07-29 06:00:00,2008-08-18 06:00:00
1003543,1000037,2008-06-17 06:00:00,2008-07-07 06:00:00
1003544,1000037,2008-03-25 06:00:00,2008-04-14 06:00:00
1003545,1000037,2008-10-21 06:00:00,2008-11-10 06:00:00
1003546,1000037,2008-01-01 06:00:00,2008-01-21 06:00:00
1003547,1000038,2008-03-25 06:00:00,2008-04-14 06:00:00
1003548,1000038,2008-09-09 06:00:00,2008-09-29 06:00:00
1003549,1000038,2008-10-21 06:00:00,2008-11-10 06:00:00
1003550,1000038,2008-12-02 06:00:00,2008-12-22 06:00:00
1003551,1000038,2008-06-17 06:00:00,2008-07-07 06:00:00
1003552,1000038,2009-04-07 06:00:00,2009-04-27 06:00:00
1003553,1000038,2009-05-19 06:00:00,2009-06-08 06:00:00
1003554,1000038,2009-02-24 06:00:00,2009-03-16 06:00:00
1003555,1000038,2008-02-12 06:00:00,2008-03-03 06:00:00
1003556,1000038,2008-07-29 06:00:00,2008-08-18 06:00:00
1003557,1000038,2008-01-01 06:00:00,2008-01-21 06:00:00
1003558,1000038,2007-11-20 06:00:00,2007-12-10 06:00:00
1003559,1000038,2009-06-30 06:00:00,2009-07-20 06:00:00
1003560,1000038,2008-05-06 06:00:00,2008-05-26 06:00:00
1003561,1000038,2009-01-13 06:00:00,2009-02-02 06:00:00
1003577,1000047,2008-04-29 06:00:00,2008-05-26 06:00:00
1003578,1000047,2009-02-17 06:00:00,2009-03-16 06:00:00
1003579,1000047,2007-11-13 06:00:00,2007-12-10 06:00:00
1003580,1000047,2009-01-06 06:00:00,2009-02-02 06:00:00
1003581,1000047,2008-06-10 06:00:00,2008-07-07 06:00:00
1003582,1000047,2009-06-23 06:00:00,2009-07-20 06:00:00
1003583,1000047,2008-07-22 06:00:00,2008-08-18 06:00:00
1003584,1000047,2009-05-12 06:00:00,2009-06-08 06:00:00
1003585,1000047,2007-12-25 06:00:00,2008-01-21 06:00:00
1003586,1000047,2008-09-02 06:00:00,2008-09-29 06:00:00
1003587,1000047,2008-10-14 06:00:00,2008-11-10 06:00:00
1003588,1000047,2008-11-25 06:00:00,2008-12-22 06:00:00
1003589,1000047,2009-03-31 06:00:00,2009-04-27 06:00:00
1003590,1000047,2008-03-18 06:00:00,2008-04-14 06:00:00
1003591,1000047,2008-02-05 06:00:00,2008-03-03 06:00:00
1003592,1000051,2008-02-12 06:00:00,2008-03-03 06:00:00
1003593,1000051,2007-11-20 06:00:00,2007-12-10 06:00:00
1003594,1000051,2009-04-07 06:00:00,2009-04-27 06:00:00
1003595,1000051,2008-12-02 06:00:00,2008-12-22 06:00:00
1003596,1000051,2008-01-01 06:00:00,2008-01-21 06:00:00
1003597,1000051,2008-09-09 06:00:00,2008-09-29 06:00:00
1003598,1000051,2009-06-30 06:00:00,2009-07-20 06:00:00
1003599,1000051,2009-05-19 06:00:00,2009-06-08 06:00:00
1003600,1000051,2008-03-25 06:00:00,2008-04-14 06:00:00
1003601,1000051,2008-06-17 06:00:00,2008-07-07 06:00:00
1003602,1000051,2008-05-06 06:00:00,2008-05-26 06:00:00
1003603,1000051,2008-10-21 06:00:00,2008-11-10 06:00:00
1003604,1000051,2009-01-13 06:00:00,2009-02-02 06:00:00
1003605,1000051,2008-07-29 06:00:00,2008-08-18 06:00:00
1003606,1000051,2009-02-24 06:00:00,2009-03-16 06:00:00
1003607,1000054,2008-07-29 06:00:00,2008-08-18 06:00:00
1003608,1000054,2008-05-06 06:00:00,2008-05-26 06:00:00
1003609,1000054,2009-01-13 06:00:00,2009-02-02 06:00:00
1003610,1000054,2008-09-09 06:00:00,2008-09-29 06:00:00
1003611,1000054,2007-11-20 06:00:00,2007-12-10 06:00:00
1003612,1000054,2009-02-24 06:00:00,2009-03-16 06:00:00
1003613,1000054,2008-12-02 06:00:00,2008-12-22 06:00:00
1003614,1000054,2008-03-25 06:00:00,2008-04-14 06:00:00
1003615,1000054,2008-10-21 06:00:00,2008-11-10 06:00:00
1003616,1000054,2008-02-12 06:00:00,2008-03-03 06:00:00
1003617,1000054,2008-06-17 06:00:00,2008-07-07 06:00:00
1003618,1000054,2009-05-19 06:00:00,2009-06-08 06:00:00
1003619,1000054,2009-06-30 06:00:00,2009-07-20 06:00:00
1003620,1000054,2008-01-01 06:00:00,2008-01-21 06:00:00
1003621,1000054,2009-04-07 06:00:00,2009-04-27 06:00:00
1003622,1000062,2008-12-02 06:00:00,2008-12-22 06:00:00
1003623,1000062,2008-03-25 06:00:00,2008-04-14 06:00:00
1003624,1000062,2007-11-20 06:00:00,2007-12-10 06:00:00
1003625,1000062,2009-06-30 06:00:00,2009-07-21 06:00:00
1003626,1000062,2008-07-29 06:00:00,2008-08-18 06:00:00
1003627,1000062,2008-01-01 06:00:00,2008-01-21 06:00:00
1003628,1000062,2009-01-13 06:00:00,2009-02-02 06:00:00
1003629,1000062,2008-05-06 06:00:00,2008-05-26 06:00:00
1003630,1000062,2009-04-07 06:00:00,2009-04-27 06:00:00
1003631,1000062,2009-05-19 06:00:00,2009-06-08 06:00:00
1003632,1000062,2008-02-12 06:00:00,2008-03-03 06:00:00
1003633,1000062,2009-02-24 06:00:00,2009-03-16 06:00:00
1003634,1000062,2008-10-21 06:00:00,2008-11-10 06:00:00
